,Negative Review 1,Negative Review 2,Negative Review 3,Positive Review 1,Positive Review 2,Positive Review 3,restaurant
134,"Went there with the family because of the reviews on this site and was so piss. The food sucks, the wait is crazy since they care of their deliveries before than the physical clients and the staff is very unprofessional. Was hoping to find good authentic Mexican on the island but this is not the place, won't be back.","The food is authentic the staff is friendly and professional and is fairly priced. Only negative is you can't order the taco meat by the pound. You have to order individual tacos, which can get pricey and no parking.","Based on food quality alone, I would give them four stars, it's savory, made it the right amount of oil, and the portion sizes are decent. I had the Azteca taco and the quesadilla. The service was kinda slow though, and I had to try hard just to get their attention for my order when not much was going one,","One of the best hidden secrets of Bay Street, a walking distance from the ferry. Bay Street breathes culture and has changed throughout the years. One long standing taqueria helped shaped the street of victory Blvd where you can have authentic Spanish food. Ranging from stuffed tacos priced at $2.75 to cemitas at $8. You can't go wrong with this place. My favorite is definitely chorizo quesadilla that is stuffed and over sized. The cemitas was loaded and weighed probably about 2 pounds.","This place is one of the best taco places I have had in New York! I would give this place a 4.5 and the main reason is because of their limited menu. From the outside this place looks pretty small but it is pretty authentic.  We went with 2 steak tacos, 2 chicken tacos, 1 pastor taco, 1 carnitas taco and a steak quesadilla with a side of avacado. They make the food fresh and it is not a long wait at all. The portions sizes here are HUGEEEE, you are definitely getting your money's worth here. The flavors here are amazing and my favorites are definitely the pastor and carnitas taco. Those two were extremely well seasoned and I regret getting just one of each. For avacado, you give you sliced avacado and not guac which is a bummer but we ended up putting the avacado inside the quesadilla which made it better since the quesadilla was a bit dry. However, the size of the quesadilla was huge and he put a lot of meat inside it. Overall, super friendly staff and amazing tacos and I will definitely be returning to this place in the future!!",My torta chorizo was was very good. Happened to be in the area... Not sure expecting to eat a meal...Service with a smile. Food made right in front of you.,Taqueria El Gallo Azteca
135,"A picture says it all. Forest BBQ's definition of ""half chicken"" but who knew that means half pieces of chicken?!? I wish I snapped a pic of the ""half garlic chicken"" which is 2 chicken cutlets in an aluminum foil wrapped garlic soup! Let me break down the events of the evening that led to this horrendous experience: -delivery over an hour-the driver didn't even get out of the car but passed methe food through his window-the owner threatened us on the phoneDo yourself a favor stay away.",This place is horrible!And customer service sucks!!They barely speak English and if you don't speak their language they have crazy attitudes!!Over priced garbage food..Garlic BBQ right down the street is much better..,"Ok ordered whole chicken with two sides rice and fries on a regular basis ,because the ribs are dry and inedible, price was always 20 dollars. Received order paid with credit card. I checked  my bank statement and noted they charged my card 30 dollars. Called the manager, she was not very helpful. Will never order here again.  Cash or card. That's not the way to do business. Sad!",My boyfriend and I went here a few days ago we were passing by and saw they had a sign at the window that says 2 PC's chicken lunch special w/rice and beans for $6 so we decided to check it out. We went in and placed 2 orders w/salad to eat in. Well let me tell you it was worth the money they gave alot plus the passion fruit juice was great.,"This place is a Portuguese style BBQ.  The seasoning on the chicken is different from the other BBQ places.  Got the lunch special two pieces chicken with rice and beans, beef rib, chicken & cheese empanadas and fresh passion fruit juice.  The chicken was well seasoned with crispy skin and not dry.   The beef rib was freshly grilled.  The empanadas was ok.  The fresh passion fruit juice tasted like it came from a powder mixed.  The service needs a lot of improvement.  The person taking order barely speaks English.  We waited over 15 minutes for the beef ribs and she forgot my chicken, rice and beans until we asked her. We were the only table at the restaurant.",Had the lunch special with rice and beans. Well seasoned chicken and good amount for such a great price! Tasted the short ribs my friend had and was cooked well too. Can't go wrong here for a quick bite (a little bit of wait but not bad) and cheap eat.,Forest BBQ
136,My husband and I have been there multiple times and have ordered take out many times as well. We have never had a complaint about this place until today. We placed an ordered for delivery at 5:15pm three hours later and still no food. Five phone calls later and no food. Last call I got the owner who wasn't very pleasant about the fact I've been extremely patient about our delivery only to have her say what you want me to do about it. So ordered cancelled. Never going back there again! The level of customer service it's at most mediocre if not extremely unprofessional! Too bad because we loved that place. Never giving them our business again!,"Okay I hate to do this cause honestly I'm not here to bash a place but today was just not a good first experience. My sister made a reservation for my father's birthday and we get there and the people seemed very unenthusiastic. Which whatever we got there and settled in, the waitress brings the menus and we weren't ready to order so we took a few minutes. First we ordered stuffed artichoke, shrimp cocktail, and fried calamari and the calamari never came out. We ordered the food took forever! We didn't even remind her about the calamari missing but whatever. We got three orders of the special lobster ravioli and my husband had a shell in his dish. We told the waitress, which she spoke so low, you could barely hear her and she didn't do or say anything. Said she would see what they do and they still charged us for it. The bartender/manager which wasn't the manager comes over and says THE CHEF SAID ITS OKAY TO HAVE SHELLS IN THE RAVIOLI. And says u understand? No I don't understand actually tell the chef to come out and eat shells in front of my face. Cause you can most definitely choke on shells in sauce and in ravioli. My sister goes to the restroom and over here's the waitress saying we're weird? If Gordon Ramsay himself was to come here this place would be closed! And btw three flys we're flying all around and I'm surprised there was an A on the door. But I don't see that lasting long. They make you sign the receipt before u swipe the card which honestly is not right. And also the waitress was no where to be seen and she automatically added each check which there was three a 20% gratuity. Honestly this place was a pure shit show!","Horrible service Bartender claims to be owner is a RACIST. The Blonde hair bartender, who happens to. be a Caucasian women  on Thursday 05//02/2019 ruined my cousins wedding reception. Charged my family tax on a cash reservation after the dinner. DO NOT GO HERRE OF YOUR NOT WHITE OR POSSIBLY SPANISH. if you're African American be careful.!!!!!!","I just came here to celebrate my aunt's 50th birthday and it was such a nice time. The area we were seated in was classy with elegant touches in the decor. The food and service were the best part though. The food came out very fast and the quality and quantities were even better. The pizza is comparable to any fancy italian place in manhattan. The chicken wings were juicy, tender, and crunchy. The stuffed chicken marsala with cheese and ham was also delicious and filling. It was a cross between chicken cordon bleu and chicken marsala. The servers were very accommodating and friendly-- always checking up on us and making sure all our food was delivered. This was definitely a perfect fit for the occasion","Solid delivery experience from Bella Mama Rose.Everything was packaged neatly, no runs no errors no drips.Ricotta white pie was outstanding, garlic, olive oil, high quality mozzarella and ricotta....highly recommended Fried shrimp, solid portion with a good marinara sauce to dipChicken Parmigiana sandwich, very good. Comes with a choice of salad or friesWe will order again....one strike against them and the reason for the star deduction....one item was forgotten","Went to dinner with my sister (615 on a Friday) I have a coworker that loves this place. Service was great, food was good. The restaurant was consistently busy with diners and take out. I'm vegetarian so I always get eggplant parmesan.I thought the marinara sauce was on the sweet side but my sister liked it.I would go back to try a stuffed rigatoni that sounded good.",Bella Mama Rose
137,"Go for the pizza, stay away from the appetizer samplerStarted with the appetizer sampler that consisted of fried foods. Mozzarella sticks were horrible; worst ever tasted. Buffalo calamari was chewy in pieces. A $20 disaster. And it comes with fries too. Big deal!Pizza is really good, although the Grandma Sicilian was too chewy. Crust crunchy, bottom chewy. Not how I expect a Grandma to be. Stick with round.Service a little bit weird and spotty","Your slightly above average pizza place, but for the price, I probably wouldn't have deliberately came to Staten Island for this. The Sicilian upside slice is definitely a good choice (stick with this one)-- per recommendation of another Yelp review. The AC was broken at the time of my visit, but if you sit at the bar side near the window, it's bearable.The weird thing is that I tried to get a soda from the fridge and immediately after I took it from the fridge, my hand SUDDENLY lost grip and I dropped it on the floor. It was the weirdest thing... a few minutes later I discovered that I had a sharp pain on my thumb and it started bruising up-- this actually doesn't really affect my thoughts on the place, but I thought it was weird since nothing hit me and I didn't bump into anything as it occurred... I am merely relating my story to another Yelp review describing how this place was built on an ancient burial ground... so there's my random story.",Good pizza Slow delivery with a $1.00 charge and overpriced drinks A 2 liter coke $7.00 Lost the business of the Ferry Crews because of it we spend a good amount of money a $27 pie you could give away a $ 2.00 soda not charge $7.00For it Posted the receipt by the time clock to let all our 3 shifts how messed up this place has become,Good local restaurant.They are nice Devore I very ordinary.Food is good. They don't have  gripes about tips.One of the best pizza places in State Island,Good local restaurant.They are nice Devore I very ordinary.Food is good. They don't have  gripes about tips.One of the best pizza places in State Island.,Good local restaurant.They are nice Devore I very ordinary.Food is good. They don't have  gripes about tips.,Pier 76
138,"This place is an absolutely disgusting, rude mangers and very rude staff.avoid this place and go take you business some where else","The food is good, but the service was terrible.  Talk about wanting more, we waited over 20 mins to get the wine list, then another 15 to place a drink order.  Shouldnt be surprised that our waiter never came back to check on us once our food arrived and that I had to ask 3 different people for water before receiving some.  We gave up and left before they offered us the dessert menu.  For $75/ person, I'd expect more attentive staff.",Dinner was amazing as always but the waiter was really slow and kept taking forever to come to us.,"Great food and service , a New Dorp staple. My preference is lunch because of the crowds at dinner but that is no reflection on the restaurant and only a personal preference. A crowded restaurant is more important then what any wanna be restaurant reviewer in Yelp could ever say. Worth the trip!","I'm gonna start with the positive points, service was good, clean and drinks were good. Atmosphere was nice and warm. Negatives points.. the food gave me and my husband diarrhea. I got very disappointed because we picked this place to celebrate our 4th year weeding anniversary.Won't be returning here","Service was sooo slow! Literally waited 15 minutes for a menu. Waited had an attitude. No joke the food took an hour and 15 to arrive! Im never coming back. Place had a nice look , the food was average for the price",Brioso
139,"Garlic experience, if you want to eat garlic it might be a nice place, i ordered a Bolognese fettuccini, there was no meet at the sauce, a bit acid and full of garlic. Ok perhaps is how they liked Then I ordered a Creme Brûlée what a Sad experience was based cornstarch it came with a Vanilla  icecream ball, the ice cream get no melted after 7 min, deciding to write thisBottom line pricy not good quality food, ok but not good for what they charge.The service very good!I hope my experience was due to the choices I made.","The food here is average. There is no beer on tap. The wine selection is limited. There is a happy hour menu which provides some small and tasty selections for about seven dollars per dish. These are worth trying. For breakfast, there is no espresso coffee just the regular drip filter. Overall, for a for a restaurant attached to the Hilton, it is a disappointing experience.","I came her to celebrate my dad's birthday and I cannot Recommend this restaurant. Where do I begin? To start, we ordered a few appetizers. Calamari and mussels. Mussels were ok but the calamari was HARD as a rock. It was so hard that I couldn't put my fork in it.Delmonico's ribeye? 1/4 inch thick? Forget about it! Steak tasted like it was straight from the freezer. Bland, no taste. Cmon, Lorenzo's! Throw some salt and pepper on it!  I could of made a better steak at home with my eyes closed.Price wise your going to be spending close to 100 dollars per person if you order apps, entree and a couple of drinks.Would I return? Hell no! Too many options on the island. This is the bottom of the barrel when it comes to Italian and the island.",I was staying at the Hilton Garden Inn for business and I was hesitant to try this place because I'm an avid Yelper and the 3 stars made me wary. Travel fatigue won and I wandered down for dinner. I found a quiet spot at the bar and was immediately found by an attentive and kind bartender. I ordered the parpadelle at the recommendation of the bartender and the Italian salad. I was impressed at how fresh the veggies in the salad were and the perfect amount of vinaigrette dressing. I was offered fresh ground pepper and it took the salad over the top. My pasta was tasty too! Shrimp was cooked to perfection and was of good size! There was plenty of shrimp in the dish and the tomato sauce was flavorful too.Overall I highly recommend swinging through. Not sure why this place only has 3 stars-definitely deserves 4!,A really nice restaurant attached tied to the HGI.   Breakfast is also served here.    This is a combined dinner and breakfast review.   Ample seating and a full bar with decent seating.   Lots of tall tops in the bar and 4 tops in the main room.  There is a stage for bands or shows.   There is a wine room for groups.    The food is good to very good.   I had the cavatelli after reviewing the menu for a good 10 min.   I juts couldn't make up my mind.  I spiced up the cavatelli with Parm and black pepper.   I wish the sausage would have been spicier. Order the lemon caper sauce for your bread.   Wow is it good.   Bread also comes with 3 different options. Oil peppermix and butter.   My colleagues were both clean plate rangers on their seafood parapadelle dish.  Neither stopped eating until it was gone.    Breakfast is hot and cold for $14.95.   I asked for poached eggs.  They were runny instead of the medium I expected.   I should have had the omelet.  Turkey and pork sausage options.  Bacon of course.  They also do Pancakes.   Normal fruit and breads.    Worth the money if you don't have status at Hilton.   We will be back to the HGI and this restaurant,Very nice establishment for an evening meal. Was staying next door at the Hampton Inn and didn't want to jump into an Uber. Took the short walk over to Lorenzo's and was treated like royalty. Had the linguine and vodka sauce. Very nice. Could have used a meatball with it however I'll remember in my next visit. There's also a ver is impressive 9/11 memorial next to the Hampton and is worth checking out.,"Lorenzo's Restaurant, Bar & Cabaret"
140,"Ordered a cheesesteak with wiz. Decent. My two issues with this place is the following:1)After i placed my order and paid, i asked to use the restroom and was told they do not have a restroom, but i am more than welcome to go next door (to another restaurant) and use theirs. Oh, ok.2)They have a self serve soda machine displaying COCA COLA PRODUCTS. Which is why i bought a fountain drink instead of a bottle. To my surprise, what came out of that machine was ANYTHING BUT coca-cola. Not only was the syrup/taste disgusting, but there was hardly any carbonation. Honestly this is a disgusting business practice, and i placed a call to Coca-Cola to have their machine removed.Will never step foot in here again.",The f...ing lady with the tattoo have a bad attitude I will not return good luck to the owner...,This place should get closed down. I placed an order only to receive 2 phone calls saying they don't have the items I ordered. How are they still in business? How do you not have items on your own menu? Absolutely unacceptable.,"This location is small but the cashier was very friendly and the food was super good! Greasy but those garlic fries were fantastic! Our eyes were bigger than our stomachs because the portions were large and we couldn't finish it all. 3 of us shared 2 sandwiches, rice balls, and garlic fries. The soda machine wasn't working but it was Pepsi anyway (yuck). Would definitely recommend.","Maybe a 2.5 :(. Called in an order for pickup - ordered vodka parm rice balls, vodka chicken parm hero, and the Fat Goomba Boy, which had chicken tenders, mozz sticks, maple bacon, bbq sauce, and mayo with whiz.Had the hubby ask to make sure all the cheeses were pasteurized and was told ""they should be"" which was very comforting.The vodka parm rice balls were teeny tiny - four of them for $7ish, didn't seem worth it. The flavor was decent, and it actually had some vodka sauce, but nothing to write home about. Both sandwiches seemed super skinny (though they were long), so at first glance didn't seem worth the price (was a little over $33 for the three items). The Fat Goomba was actually pretty good - it had a decent amount of sauce and filling, though it was so saucy and oily, and the wax paper they used was super thin that it stuck onto the sandwich and ripped when you tried to peel it off so you had to carefully pull it off, which was annoying. Was a pretty good sandwich overall, but still a bit pricey for the size.The vodka chicken parm however was incredibly disappointing. The chicken was dry, the cheese was hard, and there was absolutely no sauce on the sandwich (see photo). No one would've guessed it was supposed to be a vodka sauce chicken parm. Was so sad about this because I was the most excited to try this. It could be my fault that I didn't order a cheesesteak (since they're called G Knows Cheesesteaks), but I would think everything on the menu should be at least decent. There are a lot of different items on the menu so it's possible some of the other items would've been better. Had such high hopes given the rave reviews, but super disappointed. Would probably not return :(",Yummy rice balls with parmigiana cheese. I have never had anything like it. I tell you it had so much sauce and you can tell it's homemade. I called my husband and told him. Wow! The serving was perfect too.Yeah I went to a cheesesteak place for rice balls. But I was glad I did.I would recommend going to G-Knows Cheesesteaks,G-Knows Cheesesteaks
141,Hands down best sushi in Staten Island. I've tried many other places on the island. No one can compete with this place,The food is good but the lady on the phone was SO nasty. I asked her to repeat the total nicely because I couldn't understand her well and she was so rude,Ordered sushi for myself and son. Went to open the container and I noticed there was a roach crawling around the food. Put the lid back on and brought everything back for a full refund. I will never be ordering from them again.,Helpful staff .Quick service  .Tasty sushi and clean and fresh.  Plentiful parking. Prices are decent.,"Genki has a pretty standard selection of sushi when compared to other sushi restaurants- offering combination specials, specialty dishes, or if you prefer, a la carte orders of sushi rolls so that you can make your own combination.The food is pretty good, however it feels a little bit more expensive than some of their neighboring sushi restaurants in the NY/NJ area. For example, for a salmon roll, I've seen some restaurants offer a dollar cheaper per roll for the same size.The restaurant itself is pretty dim and dark, but in an inviting way for a more modern sushi restaurant. The food also came out FAST considering the amount of food that my party ordered (around 13 rolls).I had a good experience overall, and if you're willing to dish out a few extra dollars, you'll have a good meal.","Genki had a dining room with no gents- actually I was treated to a private dining experience when trying this place out for lunch  There were some take out orders. I found this restaurant while grocery shopping in the same plaza and am glad that I did! They don't skimp on the fish- some of the most generous sizes in rolls that I've ever seen! Service was also better than most other restaurants, the waitress kept up with my need for large water  infusions. Prices were very reasonable. The lunch specials are great, even dinner prices were better than most other sushi",Genki Sushi
142,The food was not bad and the service was clean but not well cool. The waitress was great...the food was not as good as the price. To impresse a lady yes.. to enjoy ...hmmm  not the place .,Rubbery Shrimp teriyaki was boiled and boiled mushy asparagus. Ordered 3 pieces of uni sushi. Uni was not fresh. 104$$$ terrible food.,"Have been coming here for quite some time, but it has gone so down hill. Came here with a friend during weekday and the food was good, but the experience was completely thrown after we were about to leave. As the restaurant was closing, the chefs left, and the lights were switched off in the kitchen area. As we were about to leave we heard a symphony of rats/mice squeaking behind the kitchen counter area. It was loud and piercing. The waitress was seen to run to the manager and they had a giggle in their language. I am not one to make a fuss, but i HAD to mention it to them. This was completely unacceptable and frankly, disgusting. It was evident that they knew as they tried to cover it up and said that it was the heating pipe. it was not. they need to do an overhaul --- QUICK !","Sushi is always delicious here, just a bit overprice. It's nicely decor, light music, good for family, group or a date.1. Butter lobster roll taste just like the name and it had real lobster meat2. Mummy roll, the tuna melted in your mouth, crispy shrimp tempura and the mango sauce gave it a sweet taste3. American roll is a typical shrimp tempura roll - pretty basic and can't go wrong with this4. King crab and shrimp roll, was refreshing, a mix of flavor and stuffed, the guacamole tasted fresh",Recently quality has changed. Really gone downhill. They must have sold the place. The service isn't good. The food has gotten worse. And they are very cheap. Nickel and dime you for anything extra you ask. A bottle of lychee sake is $35. I googled it and it's an $8-10 bottle! It's not even real lychee. Wtf?! It also wasn't cold. We asked them to chill it. They declined and gave us a cup of ice. Ok. The tuna tar tar was just ok. It used to be so good. It was so bland. And came w 2 stale garlic bread pieces. We asked for more. They wanted to know how many we wanted and then charged us $1 for 4For stale bread. Like what?!The risotto used to be delicious. It was so bland. We asked for more cheese and the waitress looked at us like she had never heard the word cheese before. We literally had to explain it to her. Weird. The mummy roll had like zero lobster. We thought they forgot it. It's just shrimp tempura w like a tiny piece of tuna and some avocado. It wasn't much different than a shrimp tempura roll. Don't order special rolls. It's a waste. My sister asked for a few more pieces of broccoli and they wanted $6 for it. The drinks are bland. We tried lychee sake Bellini. Lychee martiniAnd passion martini All weak and tastelessWe returned a drink we didn't like and it was still on bill. Waitress said no but I didn't charge you for this other drink. They were not same price though. Shady. Check ur bill. Ask prices. Especially before asking for any modifications.,"The zagat review posted by the door inside says this place is as close to a Manhattan experience as you'll get on SI. But you'll pay for it as if you were in Manhattan. Very true. So this place is more of a special occassion, once in a while, night out kind of place. Probably won't turn into your go to order take out place. The service is ok. Good enough. The food is pretty good, but don't expect authentic japanese. The whole place is fusion.It's quality but the prices are a bit much, even for SI. The tuna pizza is yummy. So are their soups. If you go on a Fri/Sat night, it's very crowded and people are there to be seen (which is funny I think for SI, but anyway). They do valet parking which is both annoying and good because the parking lot is SMALL.",Fushimi Todt Hill
143,This place is just awful I'm surprised you're still open for business absolutely disgusting,"absolute fail.. food was very sub par, drinks jist acceptable, severely overpriced. sides over salted.Take yourself to the ironbound section of new jersey for a real and delicious rio dizio experience.","Sorry but I did not like it at all. Chicken was undercooked. Steak was over cooked. Some of the meats were not even edible. I am a good eater, can eat things even if I don't like it but could not do it with some of the meats here. The mashed potatoes and the salad were the best part. Shrimp was good first time they came around second time was not as good. Creamed spinach had no taste. Was looking forward to coming here but I guess came on a bad night because I was very disappointed.",The food was amazing specially the shrimps and filet mignon The service was greatVery friendly staff Highly recommended,"A few things about this place.  Service: very slow and unprofessional. They take such a long time to bring the meats around, possibly done on purpose so people get full faster. Wait time: we had reservations; however took about 15 minutes to get the table ""ready."" The place was half emptyPrice: we went for Mother's Day. They charges $68 for less food than what they give on the regular menu, which is $42. They also reduced the sides from 3 to 2, even though they charged more. Pretty ironic. Food: they only have 5-6 kinds of meats. All cheap cuts. Their filet tasted like London broil. Shrimp and chicken were good.  Sauces:  were good but they should give you more when you ask for.  Alcohol: pitcher of sangria was $35. Come on!!Dessert: probably bought frozen cheesecake from shop rite. Bill was $500, they include gratuity on the bill, which is a pretty cheap move.",Since my last review I have came back to Chef Mikes' two other times. This visit was for my Mothers Birthday. We were seated in the back and were greeted by a lovely waitress who was helpful throughout service. We also saw the Chef  looking over everything to make sure things were running smoothly. Most people come here for rodizio but we decided on ala carte tonight. We started off with a main entree as an app . The vegetable risotto and asked to add shrimp.  This dish was a perfect dish to share. I found it well seasoned. It was creamy and the vegetables was carrots and string beans. The shrimp was 6 to an order. For dinner I order the hazelnut encrusted salmon with blood oranges reduction. Rice pilaf baby carrots and cippolini onions. Salmon was juicy and the reductions was tart and sweet from the orange.  We also ordered the short rib burger that came with fried provolone roasted tomato on brioche and tater tots. We asked for the truffle mayo on the side. I found this to be very unique and super tasty. For dessert we decided to share the peach cobbler with vanilla ice cream. The cobbler was delicious. Not to sweet. What ever menu you order from you Def won't go wrong here. The staff is super nice and they def aim to please. This is a def must try!,Chef Mike's Rodizio Grill
144,"I've eaten at and from R.A. Deli for a couple of years. Although I've run into problems with staff forgetting to pack paid for food or having to reorder food after telephoning in, I've never had a complaint abrsterout their food. Yesterday was the first time I ever got poor tasting food. Family Combo 2 was picked up for me and I discovered that all 3 fried pork chops were over cooked. They were very fried hard and was completely tasteless. Thank goodness for the chicken soup I bought or I would have gone to bed hungry. Are there different cooks now? I'm now afraid to place an order by telephone. What a shame I'll miss having there meals.","I ordered food for my Daughters birthday party and I regret it 100%. First the catering for beef stew is 140 for a full try (large,)). I didn't care how much it cost but when I opened up the train at the dinner the meat was black. Nobody in the party served themselves this $140.00 beef stew. I had to throw the whole thing out. They cut the meet in giant square cubes and it was dry hard and the color of it was horrid. Full tray of rice, garbage, it looked good, but I guess it wasn't. I personally don't know because I was so pissed off I didn't even try it. Never again!","So I've been taking lunch from this place for over 10 years.  I've watch them grow and get passed down the family tree.  Unfortunately with time came less attention to the way the food tastes, attitude of the staff and upkeep of the place.  The only thing that didn't failed to deteriorate are the prices, those are on a steady unrelenting clime.  It all culminated today when I stopped by for a light lunch of fish and salad.  It started with me browsing the selection of food alone in an empty place for more then ten minutes, empty of costumes and staff... at noon!  When finely I get service, refuse mandatory rice and ask for pice of fish alone she stuffs the plate with FIVE Tilapia files.  My plea about the overabundance of fish go ignored, instead she asked what else would I like.  I should of quit right there but I didn't and I ended up with plate full of fish topped with cabbage and radish salad.  Then came the ""squeeze"" and presto, fish cabbage sandwich!!! And how much you ask I paid for this culinary marvel....?  $10 ...no rice no soda.  So I'm sitting here eating my warm bitter salad and fishy dried file trying to justify two stars, ....fine! for old time sake.","Given the price, food quality, quantity, and consistency, you really cannot go wrong with this place.  I've been going here for years, have never been disappointed, and doubt you will be.  Comfort food at its best.  Give this place a try...","Did you ever walk into a restaurant or deli and everything smells and looks so good.....so much so that you can't wait another moment to eat their delicious food? That's how I felt walking in, the beautiful smells of their Latin delights.....like a teenager on prom night...This location has a huge case of hot prepared food, soups, stews, roasted pork, roasted chicken, 3 different types of rice, at least 2 different types of beans....it was a festival of sight and smell.Unfortunately the festival was rained out.....I ordered a plate with Pernil (roasted pork shoulder) and arroz con gandules (rice with pigeon peas)I added a Papa Rellena (stuffed potato croquet)The food looked beautiful however it did not deliver on flavor, what a let down!The pork had zero seasoning, the rice again no seasoning. Thankfully we have adobo at my office and that helped. The Papa Rellena was solid.Price for the plate was in the $12 range.I'll be honest, As an Italian I make a pretty mean pernil with arroz con gandules and quite frankly my Latin cooking blows theirs away and for me it's a hobby.","Three stars based solely on taste. The food here is very good, don't get me wrong. But they could do a little bit of a better job at preparing the food. I've picked excess chicken skin and fat out of my BBQ chicken, the skin has also fallen off the chicken and has laid in the broth of chicken soup, as well as it's visible that the vegetables haven't been shaved or properly cleaned. Overall, the taste is there. There is good parking, as well as good prices.",R A Deli Dominican Food
145,This place is great! Gem of a spot if you're looking for something different! Ceviche is to kill for OMG!,"Food is delicious. I was new to the area and decided to give this place a try. Reasonably priced for the most part. However their hours are not consistent. At this point we had visited plenty of times. We came by an hour before closing and we weren't able to be served. Very frustrating. Walked in, waited to be seated and the host and server said we couldn't dine in. At this point it was a little past 8. We asked when they closed and they said 9. I was in awe that they openly stated they're open until 9 but we weren't able to eat at 8pm...","Some of the food was quite good (jalea, papa huancaina), unfortunately some was mediocre (ceviche). Service was really awful, waiter disappeared for long stretches, and someone in our party was served 15 minutes after everyone else. When I saw the automatic 15% tip i understood why the waiter was not attentive. Very clean, nice ambiance, but we won't be coming back.",Found this place off of Google maps when we were coming from Newark. The menu was decently priced and the ambiance was very nicely decorated. It's clean and the staff was friendly! My only complaint would just be the wait for the food. We were one of 2 families that were in the restaurant and it took awhile for our food to come to us. They gave us something to munch on (I think they were corn nuts?) while we waited. The place still gets 5 stars though because all of our food was delicious! The beef was a little tough but seasoned nicely. The snapper was delicious and easily fed 2-3 people. The flavor was THERE. And that's why I will be back and bringing more friends whenever I'm in the area.,"Truly Peruvian food in a nice and clean restaurant  the best,try the ceviche and the parrilladas.","Very good experience. Amazing service and pretty good food. I was waited by Miller, very attentive and made very good recommendations. I ordered the combo Marino, made of four different foods, Ceviche, chicharrón de calamar, causa de atún y arroz con mariscos. Very good overall. Only one that I didn't find great was the ceviche. I love the traditional ceviche. I think that by not using as much lemon and instead making it in their sauce, the fish is not being fully ""cooked"" on lemon and it comes out a bit hard for my taste, although I think some people may like it better like this. Definitely will come back. Miller made the experience even better.",Stancia Peruvian Fusion Restaurant
146,"Grandma...nuff said.best pizza on the island, if you stop by this place you HAVE TO GET the grandma.  chicken roll is good too if you have room but chances are grandma will make you go back for more.","Let me start by saying If I find a cheese pizza that is good , I am like a kid in a candy store.  I found this place by spot and stop. Meaning I was on my way to another place, I spotted this one and decided to stop. I gave them a 5 based on the cheese pizza and he crust. OMG!!!!  The slices are huge. I got 2 but the other one went to a guy who had fallen on hard times. He asked for a Dollar to get something to eat.  I thought hmmmm, I'm not going to eat this other slice. I gave him the slice and gave him a buck so that he didn't think I was trying to get out of giving him cash. Anyways back to the food. They have a variety of pie's and stuffed itmes on display. Now I'm not being funny when I say this but it is located in Staten Island, and not in the best part of town. But hey it's good pizza.","Brothers was where me and my coworkers would pick up food every friday for lunch. It was nearby, pizza was okay and it was easy. We gave them a ton of business for about 3 years now. However, upon my recent visit last week, as the man rang up 2 slices, he asked for $8 although the register said $6. When we pointed this out, since a slice is usually $3. He immediately said ""oh, next week the prices are changing to $4 a slice."" Another employee chimed in that yes, next week prices are changing. So basically they tried to overcharge us but we noticed the register said differently. And now its gonna be $4 a slice? Yeah, no thanks, your pizza isnt that good. And its cash only anyway which is annoying. We will all start ordering from Deninos and that will be that.","I came here on a Monday when Denino's was closed, but I thought it was a hearty if not a gigantic delightful pizza. We split a pepperoni pizza, and even for 3 people we couldn't finish it. It's really not something that's easy to eat with one's hands. The slices are huge and it's heavy from the cheese, but if you use a knife and fork, that's easy to overcome. It was overloaded with pepperoni and had a great flavor to it. Definitely don't need to ask for extra cheese. Service was good. We did start with calamari which was good but nothing amazing. If you enjoy pizza leftovers, this is good one or if you go with 4 people it would be enough. There's a small parking lot in back, but if that's full, there should be street parking nearby.","Damnnnn bro.Still my favorite pizza in New York (ok, maybe Ben's near NYU)... Definitely on Staten Island, and one of my favorite in the entire country... Still the best place late night or Friday or Saturday... Still the best place to go grab a plain slice or a Sicilian or something else any other day of the week. The prices have gone up a little bit over the years and it's not really the brothers that run it anymore... It's one of their sons and a bunch of random dudes, but they still maintain the flavor pretty well. The slices aren't as cheesy or as big as they used to be years ago, but they're still one of the best.","Oh no what happened Brother's? I used to love your mozzarella sticks and today I had no idea what I was eating.Brother's has been a long Staten Island pizzeria since God knows when. They have the best grandma slice/pie hands down and their other pizzas are not bad either. Their other usual go to is their chicken roll which is almost a must get when you stop by.Today I wasn't in the mood for a chicken roll but I really wanted a couple of grandma slices and mozzarella sticks. The slices as always were on point.  The crust just a bit crispy with a nice chew to it while the sauce, cheese and basil compliment each other. My mozzarella sticks were not good. They had no stringy-ness to them and the breading felt almost commercial.Overall I would recommend Brother's for a quick bite but stick to the grandma and chicken rolls. I would probably recommend skipping the rest.",Brother's Pizzeria
